dob,season,sex,dod,mom_dob,age_at_delivery,age_at_death,treatment
2000-11-26T00:00:00Z,2001,f,2001-12-31T00:00:00Z,1994-04-25T00:00:00Z,6.594520548,1.095890411,control
1997-12-28T00:00:00Z,1998,m,2002-02-01T00:00:00Z,1990-02-09T00:00:00Z,7.887671233,4.098630137,control
1999-11-24T00:00:00Z,2000,f,2001-12-31T00:00:00Z,1989-01-12T00:00:00Z,10.87123288,2.104109589,control
2001-01-19T00:00:00Z,2001,m,2002-03-01T00:00:00Z,1991-01-27T00:00:00Z,9.98630137,1.112328767,control
2001-11-15T00:00:00Z,2002,m,2001-12-27T00:00:00Z,1987-02-07T00:00:00Z,14.78082192,0.115068493,control
2001-11-14T00:00:00Z,2002,f,2001-12-27T00:00:00Z,1996-01-31T00:00:00Z,5.791780822,0.117808219,control
1999-11-18T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1990-01-24T00:00:00Z,9.821917808,2.120547945,control
1999-11-17T00:00:00Z,2000,m,2001-12-31T00:00:00Z,1990-01-28T00:00:00Z,9.808219178,2.123287671,control
2002-03-15T00:00:00Z,2002,u,2002-05-09T00:00:00Z,1993-01-08T00:00:00Z,9.18630137,0.150684932,control
1999-12-06T00:00:00Z,2000,f,2002-02-01T00:00:00Z,1987-01-16T00:00:00Z,12.89589041,2.15890411,control
2000-12-05T00:00:00Z,2001,m,2002-02-05T00:00:00Z,1994-01-31T00:00:00Z,6.849315068,1.169863014,control
2001-01-06T00:00:00Z,2001,m,2002-03-11T00:00:00Z,1990-02-16T00:00:00Z,10.89589041,1.175342466,control
1992-11-23T00:00:00Z,1993,m,2002-01-25T00:00:00Z,1986-01-07T00:00:00Z,6.882191781,9.178082192,control
2000-12-14T00:00:00Z,2001,f,2002-02-20T00:00:00Z,1989-02-23T00:00:00Z,11.81369863,1.18630137,control
2001-11-14T00:00:00Z,2002,f,2002-01-25T00:00:00Z,1997-02-23T00:00:00Z,4.726027397,0.197260274,control
2000-12-06T00:00:00Z,2001,m,2002-03-14T00:00:00Z,1991-01-29T00:00:00Z,9.860273973,1.268493151,control
2000-12-02T00:00:00Z,2001,m,2002-03-26T00:00:00Z,1993-02-24T00:00:00Z,7.775342466,1.312328767,control
2000-12-04T00:00:00Z,2001,m,2002-04-01T00:00:00Z,1994-04-05T00:00:00Z,6.671232877,1.323287671,control
2001-12-01T00:00:00Z,2002,f,2002-04-02T00:00:00Z,1987-02-19T00:00:00Z,14.79178082,0.334246575,control
2001-11-25T00:00:00Z,2002,m,2002-05-16T00:00:00Z,1993-03-06T00:00:00Z,8.728767123,0.471232877,control
2000-01-03T00:00:00Z,2000,m,2002-06-24T00:00:00Z,1990-12-07T00:00:00Z,9.079452055,2.473972603,control
1999-01-15T00:00:00Z,1999,f,2002-07-17T00:00:00Z,1989-02-23T00:00:00Z,9.898630137,3.504109589,control
2001-11-27T00:00:00Z,2002,f,2002-06-10T00:00:00Z,1996-02-15T00:00:00Z,5.78630137,0.534246575,control
2001-11-23T00:00:00Z,2002,m,2002-06-19T00:00:00Z,1987-01-18T00:00:00Z,14.85753425,0.569863014,control
2000-03-25T00:00:00Z,2000,m,2002-10-30T00:00:00Z,1993-01-08T00:00:00Z,7.21369863,2.6,control
1991-02-08T00:00:00Z,1991,m,2002-10-14T00:00:00Z,1987-02-14T00:00:00Z,3.98630137,11.68767123,control
1992-03-21T00:00:00Z,1992,m,2002-11-25T00:00:00Z,1984-02-27T00:00:00Z,8.068493151,10.68767123,control
2002-03-01T00:00:00Z,2002,f,2002-12-09T00:00:00Z,1991-01-27T00:00:00Z,11.09863014,0.775342466,control
1997-12-26T00:00:00Z,1998,m,2002-11-01T00:00:00Z,1981-06-13T00:00:00Z,16.54794521,4.852054795,control
2001-11-18T00:00:00Z,2002,m,2002-09-30T00:00:00Z,1996-12-11T00:00:00Z,4.939726027,0.865753425,control
2002-01-08T00:00:00Z,2002,m,2002-11-21T00:00:00Z,1983-02-05T00:00:00Z,18.9369863,0.868493151,control
2002-12-29T00:00:00Z,2003,u,2002-12-30T00:00:00Z,1989-01-22T00:00:00Z,13.94246575,0.002739726,control
2003-01-16T00:00:00Z,2003,u,2003-01-17T00:00:00Z,1994-12-28T00:00:00Z,8.057534247,0.002739726,control
2002-12-03T00:00:00Z,2003,m,2002-12-05T00:00:00Z,1997-11-21T00:00:00Z,5.035616438,0.005479452,control
2003-01-06T00:00:00Z,2003,m,2003-01-09T00:00:00Z,1990-12-07T00:00:00Z,12.09041096,0.008219178,control
2002-11-01T00:00:00Z,2003,f,2002-11-08T00:00:00Z,1982-03-26T00:00:00Z,20.61643836,0.019178082,control
2002-12-23T00:00:00Z,2003,f,2003-01-03T00:00:00Z,1993-01-02T00:00:00Z,9.978082192,0.030136986,control
2002-12-01T00:00:00Z,2003,f,2002-12-23T00:00:00Z,1990-02-25T00:00:00Z,12.77260274,0.060273973,control
1997-12-22T00:00:00Z,1998,f,2003-01-21T00:00:00Z,1993-06-15T00:00:00Z,4.523287671,5.084931507,control
2002-12-04T00:00:00Z,2003,m,2003-01-09T00:00:00Z,1994-02-11T00:00:00Z,8.816438356,0.098630137,control
2003-03-11T00:00:00Z,2003,f,2003-04-16T00:00:00Z,1981-04-24T00:00:00Z,21.89315068,0.098630137,control
2002-11-09T00:00:00Z,2003,m,2002-12-18T00:00:00Z,1997-12-26T00:00:00Z,4.873972603,0.106849315,control
1996-04-24T00:00:00Z,1996,f,2003-06-03T00:00:00Z,1988-01-30T00:00:00Z,8.238356164,7.112328767,control
2002-12-03T00:00:00Z,2003,f,2003-01-15T00:00:00Z,1998-01-23T00:00:00Z,4.863013699,0.117808219,control
1996-03-09T00:00:00Z,1996,f,2003-05-05T00:00:00Z,1987-01-14T00:00:00Z,9.156164384,7.15890411,control
2002-01-15T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1990-11-23T00:00:00Z,11.15342466,1.161643836,control
2002-01-03T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1994-02-04T00:00:00Z,7.917808219,1.194520548,control
2002-01-01T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1997-01-07T00:00:00Z,4.98630137,1.2,control
2002-11-16T00:00:00Z,2003,m,2003-01-29T00:00:00Z,1996-01-06T00:00:00Z,6.865753425,0.202739726,control
2001-11-26T00:00:00Z,2002,f,2003-02-11T00:00:00Z,1993-06-15T00:00:00Z,8.454794521,1.210958904,control
1998-11-25T00:00:00Z,1999,f,2003-02-19T00:00:00Z,1990-01-28T00:00:00Z,8.830136986,4.238356164,control
2001-12-29T00:00:00Z,2002,m,2003-03-28T00:00:00Z,1992-12-16T00:00:00Z,9.04109589,1.243835616,control
2001-12-01T00:00:00Z,2002,m,2003-03-03T00:00:00Z,1994-01-15T00:00:00Z,7.882191781,1.252054795,control
2000-01-04T00:00:00Z,2000,f,2003-04-10T00:00:00Z,1986-01-29T00:00:00Z,13.93972603,3.265753425,control
2002-12-15T00:00:00Z,2003,m,2003-03-24T00:00:00Z,1985-02-11T00:00:00Z,17.85205479,0.271232877,control
2001-12-03T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1990-01-28T00:00:00Z,11.85479452,1.279452055,control
2001-11-16T00:00:00Z,2002,f,2003-02-28T00:00:00Z,1995-12-03T00:00:00Z,5.95890411,1.284931507,control
2001-12-01T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1994-01-31T00:00:00Z,7.838356164,1.284931507,control
2001-11-04T00:00:00Z,2002,m,2003-02-22T00:00:00Z,1988-02-29T00:00:00Z,13.69041096,1.301369863,control
2001-11-25T00:00:00Z,2002,f,2003-03-15T00:00:00Z,1995-01-31T00:00:00Z,6.821917808,1.301369863,control
2002-11-13T00:00:00Z,2003,f,2003-03-05T00:00:00Z,1987-01-16T00:00:00Z,15.83561644,0.306849315,control
1992-01-27T00:00:00Z,1992,m,2003-05-19T00:00:00Z,1980-05-12T00:00:00Z,11.71780822,11.31506849,control
2002-10-31T00:00:00Z,2003,f,2003-02-23T00:00:00Z,1996-01-31T00:00:00Z,6.753424658,0.315068493,control
1997-01-07T00:00:00Z,1997,f,2003-05-09T00:00:00Z,1984-05-25T00:00:00Z,12.63013699,6.336986301,control
2001-11-11T00:00:00Z,2002,m,2003-03-15T00:00:00Z,1996-04-24T00:00:00Z,5.553424658,1.339726027,control
2002-11-29T00:00:00Z,2003,f,2003-04-16T00:00:00Z,1980-05-12T00:00:00Z,22.56438356,0.378082192,control
1986-01-27T00:00:00Z,1986,f,2003-06-27T00:00:00Z,1981-01-01T00:00:00Z,5.073972603,17.42465753,control
1992-01-08T00:00:00Z,1992,m,2003-06-20T00:00:00Z,1982-02-10T00:00:00Z,9.915068493,11.45479452,control
2002-12-25T00:00:00Z,2003,f,2003-06-20T00:00:00Z,1994-01-17T00:00:00Z,8.942465753,0.484931507,control
2002-12-01T00:00:00Z,2003,m,2003-05-29T00:00:00Z,1993-01-20T00:00:00Z,9.868493151,0.490410959,control
2002-12-06T00:00:00Z,2003,m,2003-06-20T00:00:00Z,1984-05-25T00:00:00Z,18.54520548,0.536986301,control
1998-12-05T00:00:00Z,1999,m,2003-06-19T00:00:00Z,1987-01-26T00:00:00Z,11.86575342,4.539726027,control
1997-04-04T00:00:00Z,1997,m,2003-11-04T00:00:00Z,1989-03-25T00:00:00Z,8.032876712,6.589041096,control
1993-03-06T00:00:00Z,1993,f,2003-10-30T00:00:00Z,1986-03-24T00:00:00Z,6.956164384,10.65753425,control
1997-03-24T00:00:00Z,1997,m,2003-11-24T00:00:00Z,1993-01-29T00:00:00Z,4.150684932,6.673972603,control
1997-04-14T00:00:00Z,1997,m,2003-12-18T00:00:00Z,1987-02-19T00:00:00Z,10.15616438,6.682191781,control
1993-01-15T00:00:00Z,1993,m,2003-09-24T00:00:00Z,1982-02-26T00:00:00Z,10.89315068,10.69589041,control
1997-03-05T00:00:00Z,1997,m,2003-11-16T00:00:00Z,1985-02-05T00:00:00Z,12.08493151,6.704109589,control
1995-02-06T00:00:00Z,1995,m,2003-11-04T00:00:00Z,1986-01-29T00:00:00Z,9.02739726,8.747945205,control
2002-11-08T00:00:00Z,2003,f,2003-08-14T00:00:00Z,1998-01-14T00:00:00Z,4.819178082,0.764383562,control
1994-02-20T00:00:00Z,1994,m,2003-12-19T00:00:00Z,1980-02-09T00:00:00Z,14.04109589,9.832876712,control
1995-01-05T00:00:00Z,1995,f,2003-11-03T00:00:00Z,1987-02-14T00:00:00Z,7.895890411,8.832876712,control
1997-12-27T00:00:00Z,1998,m,2003-10-28T00:00:00Z,1985-02-11T00:00:00Z,12.88219178,5.838356164,control
2001-11-15T00:00:00Z,2002,f,2003-09-22T00:00:00Z,1986-02-04T00:00:00Z,15.7890411,1.852054795,control
2001-12-16T00:00:00Z,2002,f,2003-10-30T00:00:00Z,1996-03-09T00:00:00Z,5.775342466,1.871232877,control
1985-02-11T00:00:00Z,1985,f,2004-01-30T00:00:00Z,1980-01-23T00:00:00Z,5.057534247,18.97808219,control
1998-01-23T00:00:00Z,1998,m,2004-01-21T00:00:00Z,1990-02-25T00:00:00Z,7.915068493,5.997260274,control
2003-10-31T00:00:00Z,2004,m,2003-10-31T00:00:00Z,1999-11-14T00:00:00Z,3.964383562,0,control
2003-12-02T00:00:00Z,2004,m,2003-12-02T00:00:00Z,1994-01-15T00:00:00Z,9.884931507,0,control
2003-10-05T00:00:00Z,2004,u,2003-10-07T00:00:00Z,1993-01-11T00:00:00Z,10.7369863,0.005479452,control
2001-01-17T00:00:00Z,2001,f,2004-01-20T00:00:00Z,1983-02-05T00:00:00Z,17.96164384,3.008219178,control
2003-10-29T00:00:00Z,2004,m,2003-11-03T00:00:00Z,1982-03-26T00:00:00Z,21.60821918,0.01369863,control
2003-10-29T00:00:00Z,2004,f,2003-11-04T00:00:00Z,1990-01-24T00:00:00Z,13.76986301,0.016438356,control
2003-11-22T00:00:00Z,2004,f,2003-12-03T00:00:00Z,1990-12-07T00:00:00Z,12.96712329,0.030136986,control
2003-10-22T00:00:00Z,2004,m,2003-11-03T00:00:00Z,1993-01-03T00:00:00Z,10.80547945,0.032876712,control
2003-11-05T00:00:00Z,2004,m,2003-11-18T00:00:00Z,1981-06-13T00:00:00Z,22.4109589,0.035616438,control
2004-01-12T00:00:00Z,2004,f,2004-01-26T00:00:00Z,2000-01-09T00:00:00Z,4.010958904,0.038356164,control
2004-03-01T00:00:00Z,2004,u,2004-03-17T00:00:00Z,1994-01-19T00:00:00Z,10.12054795,0.043835616,control
2003-10-30T00:00:00Z,2004,f,2003-11-18T00:00:00Z,1998-01-23T00:00:00Z,5.769863014,0.052054795,control
2000-11-13T00:00:00Z,2001,f,2003-12-03T00:00:00Z,1987-12-30T00:00:00Z,12.88219178,3.054794521,control
2004-01-08T00:00:00Z,2004,m,2004-01-30T00:00:00Z,1985-02-11T00:00:00Z,18.91780822,0.060273973,control
2003-10-11T00:00:00Z,2004,f,2003-11-03T00:00:00Z,1995-01-05T00:00:00Z,8.769863014,0.063013699,control
1994-03-02T00:00:00Z,1994,m,2004-03-26T00:00:00Z,1983-02-15T00:00:00Z,11.04931507,10.0739726,control
1998-01-06T00:00:00Z,1998,m,2004-02-05T00:00:00Z,1991-01-26T00:00:00Z,6.950684932,6.084931507,control
2001-12-10T00:00:00Z,2002,m,2004-01-20T00:00:00Z,1990-12-07T00:00:00Z,11.01643836,2.112328767,control
2003-11-20T00:00:00Z,2004,f,2004-01-22T00:00:00Z,1995-01-31T00:00:00Z,8.808219178,0.17260274,control
2003-10-15T00:00:00Z,2004,m,2004-01-09T00:00:00Z,1991-01-27T00:00:00Z,12.72328767,0.235616438,control
2003-12-06T00:00:00Z,2004,m,2004-03-17T00:00:00Z,1994-12-27T00:00:00Z,8.947945205,0.279452055,control
2002-11-09T00:00:00Z,2003,m,2004-03-03T00:00:00Z,1992-12-14T00:00:00Z,9.909589041,1.315068493,control
1989-02-08T00:00:00Z,1989,m,2004-06-19T00:00:00Z,1980-01-23T00:00:00Z,9.052054795,15.36986301,control
2004-01-29T00:00:00Z,2004,m,2004-06-17T00:00:00Z,1991-12-22T00:00:00Z,12.11232877,0.383561644,control
2002-12-01T00:00:00Z,2003,m,2004-04-21T00:00:00Z,1994-01-31T00:00:00Z,8.838356164,1.389041096,control
2002-11-24T00:00:00Z,2003,f,2004-04-21T00:00:00Z,1986-01-27T00:00:00Z,16.83561644,1.408219178,control
1996-01-06T00:00:00Z,1996,m,2004-06-07T00:00:00Z,1986-01-27T00:00:00Z,9.947945205,8.424657534,control
1988-01-16T00:00:00Z,1988,f,2004-07-07T00:00:00Z,1982-02-04T00:00:00Z,5.950684932,16.48493151,control
2003-12-02T00:00:00Z,2004,m,2004-05-28T00:00:00Z,1993-01-21T00:00:00Z,10.86849315,0.487671233,control
2003-11-25T00:00:00Z,2004,f,2004-06-02T00:00:00Z,1996-01-31T00:00:00Z,7.821917808,0.520547945,control
2002-11-04T00:00:00Z,2003,f,2004-05-17T00:00:00Z,1993-01-02T00:00:00Z,9.843835616,1.534246575,control
1998-11-22T00:00:00Z,1999,f,2004-06-08T00:00:00Z,1988-01-27T00:00:00Z,10.82739726,5.547945205,control
2000-12-13T00:00:00Z,2001,f,2004-07-13T00:00:00Z,1994-12-30T00:00:00Z,5.95890411,3.583561644,control
2003-11-30T00:00:00Z,2004,f,2004-07-22T00:00:00Z,1992-12-14T00:00:00Z,10.96712329,0.643835616,control
2004-03-07T00:00:00Z,2004,m,2004-11-03T00:00:00Z,1998-01-18T00:00:00Z,6.136986301,0.660273973,control
1990-12-19T00:00:00Z,1991,m,2004-09-02T00:00:00Z,1983-03-17T00:00:00Z,7.764383562,13.71506849,control
1986-03-26T00:00:00Z,1986,f,2005-01-17T00:00:00Z,1982-02-10T00:00:00Z,4.123287671,18.82739726,control
1997-02-23T00:00:00Z,1997,f,2004-12-28T00:00:00Z,1981-04-24T00:00:00Z,15.84657534,7.849315068,control
2003-02-17T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1986-02-04T00:00:00Z,17.04657534,1.871232877,control
2003-01-14T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1988-01-30T00:00:00Z,14.96712329,1.964383562,control
2004-09-26T00:00:00Z,2005,f,2004-09-26T00:00:00Z,1999-03-13T00:00:00Z,5.545205479,0,control
2004-10-05T00:00:00Z,2005,m,2004-10-05T00:00:00Z,1990-01-24T00:00:00Z,14.70684932,0,control
2004-12-29T00:00:00Z,2005,m,2004-12-29T00:00:00Z,1982-03-26T00:00:00Z,22.77808219,0,control
2000-12-09T00:00:00Z,2001,f,2004-12-09T00:00:00Z,1994-01-19T00:00:00Z,6.893150685,4.002739726,control
2004-10-17T00:00:00Z,2005,f,2004-10-18T00:00:00Z,1992-01-10T00:00:00Z,12.77808219,0.002739726,control
2004-10-07T00:00:00Z,2005,f,2004-10-11T00:00:00Z,1998-12-07T00:00:00Z,5.838356164,0.010958904,control
2004-11-16T00:00:00Z,2005,f,2004-11-23T00:00:00Z,1998-01-23T00:00:00Z,6.819178082,0.019178082,control
2004-11-25T00:00:00Z,2005,f,2004-12-02T00:00:00Z,1990-02-01T00:00:00Z,14.82465753,0.019178082,control
2002-12-24T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1990-01-28T00:00:00Z,12.91232877,2.021917808,control
2005-01-02T00:00:00Z,2005,f,2005-01-12T00:00:00Z,1997-01-17T00:00:00Z,7.964383562,0.02739726,control
2004-10-14T00:00:00Z,2005,f,2004-10-26T00:00:00Z,1993-01-03T00:00:00Z,11.78630137,0.032876712,control
2004-11-24T00:00:00Z,2005,f,2004-12-08T00:00:00Z,1997-12-24T00:00:00Z,6.923287671,0.038356164,control
2004-12-19T00:00:00Z,2005,f,2005-01-03T00:00:00Z,1997-02-23T00:00:00Z,7.824657534,0.04109589,control
2002-12-16T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1997-03-28T00:00:00Z,5.723287671,2.043835616,control
2002-12-15T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1998-07-02T00:00:00Z,4.457534247,2.046575342,control
2003-12-15T00:00:00Z,2004,f,2004-12-31T00:00:00Z,1988-01-21T00:00:00Z,15.90958904,1.046575342,control
2004-11-14T00:00:00Z,2005,f,2004-12-01T00:00:00Z,1992-01-15T00:00:00Z,12.84109589,0.046575342,control
2002-12-14T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1996-02-18T00:00:00Z,6.824657534,2.049315068,control
2002-12-09T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1997-02-18T00:00:00Z,5.808219178,2.063013699,control
2003-12-09T00:00:00Z,2004,m,2004-12-31T00:00:00Z,1987-02-19T00:00:00Z,16.81369863,1.063013699,control
2003-12-09T00:00:00Z,2004,f,2004-12-31T00:00:00Z,1988-02-29T00:00:00Z,15.78630137,1.063013699,control
2002-12-08T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1988-12-18T00:00:00Z,13.98082192,2.065753425,control
2003-12-08T00:00:00Z,2004,m,2004-12-31T00:00:00Z,1982-02-21T00:00:00Z,21.80821918,1.065753425,control
2004-11-03T00:00:00Z,2005,m,2004-11-27T00:00:00Z,1988-01-21T00:00:00Z,16.79726027,0.065753425,control
2002-12-07T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1994-12-26T00:00:00Z,7.953424658,2.068493151,control
2002-11-29T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1993-01-21T00:00:00Z,9.860273973,2.090410959,control
2002-11-22T00:00:00Z,2003,f,2004-12-25T00:00:00Z,1987-02-04T00:00:00Z,15.80821918,2.093150685,control
2002-11-24T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1998-01-12T00:00:00Z,4.868493151,2.104109589,control
2002-11-17T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1998-01-18T00:00:00Z,4.832876712,2.123287671,control
2002-11-15T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1995-01-22T00:00:00Z,7.819178082,2.128767123,control
2002-11-10T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1991-02-08T00:00:00Z,11.76164384,2.142465753,control
2002-11-09T00:00:00Z,2003,f,2004-12-31T00:00:00Z,1991-01-27T00:00:00Z,11.79178082,2.145205479,control
2004-11-02T00:00:00Z,2005,m,2004-12-29T00:00:00Z,1999-12-20T00:00:00Z,4.873972603,0.156164384,control
2002-11-04T00:00:00Z,2003,m,2004-12-31T00:00:00Z,1992-01-08T00:00:00Z,10.83013699,2.15890411,control
2003-11-04T00:00:00Z,2004,f,2004-12-31T00:00:00Z,1996-01-18T00:00:00Z,7.8,1.15890411,control
2003-11-02T00:00:00Z,2004,m,2004-12-31T00:00:00Z,1997-12-22T00:00:00Z,5.865753425,1.164383562,control
2003-10-31T00:00:00Z,2004,f,2004-12-31T00:00:00Z,1996-02-15T00:00:00Z,7.712328767,1.169863014,control
2003-10-30T00:00:00Z,2004,f,2004-12-31T00:00:00Z,1991-02-08T00:00:00Z,12.73150685,1.17260274,control
2004-11-14T00:00:00Z,2005,m,2005-01-20T00:00:00Z,1995-01-31T00:00:00Z,9.794520548,0.183561644,control
2004-11-15T00:00:00Z,2005,m,2005-01-31T00:00:00Z,1987-02-04T00:00:00Z,17.79178082,0.210958904,control
2004-10-21T00:00:00Z,2005,f,2005-01-12T00:00:00Z,1999-12-16T00:00:00Z,4.852054795,0.22739726,control
2004-11-12T00:00:00Z,2005,m,2005-02-26T00:00:00Z,1990-04-03T00:00:00Z,14.62191781,0.290410959,control
2002-11-09T00:00:00Z,2003,f,2005-03-01T00:00:00Z,1992-12-14T00:00:00Z,9.909589041,2.309589041,control
2005-02-13T00:00:00Z,2005,m,2005-06-22T00:00:00Z,1993-01-02T00:00:00Z,12.12328767,0.353424658,control
2004-11-08T00:00:00Z,2005,m,2005-03-21T00:00:00Z,1991-02-13T00:00:00Z,13.74520548,0.364383562,control
2005-01-25T00:00:00Z,2005,f,2005-06-19T00:00:00Z,1982-02-21T00:00:00Z,22.94246575,0.397260274,control
2004-11-11T00:00:00Z,2005,f,2005-04-25T00:00:00Z,1989-02-23T00:00:00Z,15.7260274,0.452054795,control
1993-12-31T00:00:00Z,1994,m,2005-06-27T00:00:00Z,1988-01-30T00:00:00Z,5.923287671,11.49589041,control
2004-10-21T00:00:00Z,2005,f,2005-05-04T00:00:00Z,1991-02-08T00:00:00Z,13.70958904,0.534246575,control
2003-11-30T00:00:00Z,2004,f,2005-07-12T00:00:00Z,1999-01-27T00:00:00Z,4.843835616,1.616438356,control
2000-02-17T00:00:00Z,2000,m,2005-10-27T00:00:00Z,1989-01-09T00:00:00Z,11.11232877,5.695890411,control
1996-01-27T00:00:00Z,1996,m,2005-10-24T00:00:00Z,1982-03-11T00:00:00Z,13.89041096,9.747945205,control
2004-10-26T00:00:00Z,2005,f,2005-07-29T00:00:00Z,1997-02-18T00:00:00Z,7.690410959,0.756164384,control
1987-02-19T00:00:00Z,1987,f,2005-12-10T00:00:00Z,1980-05-12T00:00:00Z,6.778082192,18.81917808,control
2004-10-21T00:00:00Z,2005,m,2005-08-28T00:00:00Z,1993-02-24T00:00:00Z,11.6630137,0.852054795,control
2004-11-29T00:00:00Z,2005,m,2005-10-07T00:00:00Z,1992-12-16T00:00:00Z,11.96164384,0.854794521,control
1990-11-23T00:00:00Z,1991,f,2005-10-14T00:00:00Z,1983-02-05T00:00:00Z,7.802739726,14.90136986,control
2002-12-11T00:00:00Z,2003,f,2005-11-05T00:00:00Z,1998-12-07T00:00:00Z,4.01369863,2.904109589,control
1984-02-27T00:00:00Z,1984,f,2006-01-25T00:00:00Z,1980-02-09T00:00:00Z,4.052054795,21.9260274,control
2005-01-07T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1987-01-19T00:00:00Z,17.98082192,0.980821918,control
2005-11-11T00:00:00Z,2006,f,2005-11-17T00:00:00Z,1994-12-30T00:00:00Z,10.8739726,0.016438356,control
2005-10-08T00:00:00Z,2006,f,2005-10-18T00:00:00Z,1999-11-26T00:00:00Z,5.871232877,0.02739726,control
2005-10-22T00:00:00Z,2006,m,2005-11-01T00:00:00Z,1993-01-03T00:00:00Z,12.80821918,0.02739726,control
2004-12-16T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1998-01-12T00:00:00Z,6.931506849,1.04109589,control
2004-12-15T00:00:00Z,2005,m,2005-12-31T00:00:00Z,1991-03-04T00:00:00Z,13.79452055,1.043835616,control
2004-12-14T00:00:00Z,2005,m,2005-12-31T00:00:00Z,1989-01-19T00:00:00Z,15.91232877,1.046575342,control
2005-10-16T00:00:00Z,2006,f,2005-11-02T00:00:00Z,1998-01-23T00:00:00Z,7.734246575,0.046575342,control
2005-11-19T00:00:00Z,2006,m,2005-12-06T00:00:00Z,1990-02-01T00:00:00Z,15.80821918,0.046575342,control
2006-01-16T00:00:00Z,2006,m,2006-02-18T00:00:00Z,1983-03-06T00:00:00Z,22.88219178,0.090410959,control
2004-11-16T00:00:00Z,2005,m,2005-12-31T00:00:00Z,1993-01-21T00:00:00Z,11.82739726,1.123287671,control
2004-11-14T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1992-01-25T00:00:00Z,12.81369863,1.128767123,control
2004-11-10T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1996-02-18T00:00:00Z,8.734246575,1.139726027,control
2004-10-25T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1995-12-10T00:00:00Z,8.882191781,1.183561644,control
2004-10-23T00:00:00Z,2005,m,2005-12-31T00:00:00Z,1999-12-27T00:00:00Z,4.82739726,1.189041096,control
2002-05-04T00:00:00Z,2002,f,2006-07-13T00:00:00Z,1994-03-01T00:00:00Z,8.180821918,4.194520548,control
2005-11-11T00:00:00Z,2006,m,2006-01-26T00:00:00Z,1997-12-28T00:00:00Z,7.876712329,0.208219178,control
2004-10-19T00:00:00Z,2005,m,2006-01-07T00:00:00Z,1996-02-15T00:00:00Z,8.682191781,1.219178082,control
2004-10-09T00:00:00Z,2005,f,2005-12-31T00:00:00Z,1997-01-02T00:00:00Z,7.77260274,1.22739726,control
1990-01-16T00:00:00Z,1990,m,2006-04-11T00:00:00Z,1981-02-16T00:00:00Z,8.920547945,16.24383562,control
2000-11-26T00:00:00Z,2001,m,2006-02-24T00:00:00Z,1992-02-04T00:00:00Z,8.816438356,5.249315068,control
2005-12-02T00:00:00Z,2006,m,2006-03-03T00:00:00Z,1993-01-02T00:00:00Z,12.92328767,0.249315068,control
2005-10-10T00:00:00Z,2006,m,2006-01-10T00:00:00Z,1998-07-02T00:00:00Z,7.279452055,0.252054795,control
2005-10-24T00:00:00Z,2006,m,2006-01-25T00:00:00Z,1997-01-14T00:00:00Z,8.780821918,0.254794521,control
2002-12-23T00:00:00Z,2003,m,2006-03-28T00:00:00Z,1996-12-05T00:00:00Z,6.052054795,3.263013699,control
2005-10-29T00:00:00Z,2006,f,2006-02-08T00:00:00Z,1999-12-02T00:00:00Z,5.912328767,0.279452055,control
2006-01-31T00:00:00Z,2006,m,2006-05-14T00:00:00Z,2000-02-25T00:00:00Z,5.936986301,0.282191781,control
2005-09-24T00:00:00Z,2006,f,2006-01-07T00:00:00Z,1998-12-07T00:00:00Z,6.802739726,0.287671233,control
2004-11-09T00:00:00Z,2005,m,2006-03-07T00:00:00Z,1989-01-12T00:00:00Z,15.83561644,1.323287671,control
2004-10-14T00:00:00Z,2005,m,2006-02-14T00:00:00Z,2000-01-04T00:00:00Z,4.780821918,1.336986301,control
2005-10-14T00:00:00Z,2006,f,2006-03-01T00:00:00Z,1991-02-08T00:00:00Z,14.69041096,0.378082192,control
2003-10-28T00:00:00Z,2004,f,2006-03-16T00:00:00Z,1997-01-17T00:00:00Z,6.780821918,2.383561644,control
